airline_code,ticket_price,airline_name,from_city,to_city,from_date,to_date,crawl_date
AZ,559.36,Alitalia,MUC,DEL,2020-01-08,2020-01-28,2020-01-01
WY,567.92,Oman Air,MUC,DEL,2020-01-08,2020-01-28,2020-01-01
EY,574.47,Etihad,MUC,DEL,2020-01-08,2020-01-28,2020-01-01
LX,617.03,Swiss Air,MUC,DEL,2020-01-08,2020-01-28,2020-01-01
SU,650.9,Aeroflot,MUC,DEL,2020-01-08,2020-01-28,2020-01-01
CA,684.02,Air China,MUC,DEL,2020-01-08,2020-01-28,2020-01-01
LH,697.53,Lufthansa,MUC,DEL,2020-01-08,2020-01-28,2020-01-01
EK,700.48,Emirates,MUC,DEL,2020-01-08,2020-01-28,2020-01-01
OS,756.15,Austrian Airlines,MUC,DEL,2020-01-08,2020-01-28,2020-01-01
QR,797.5,Qatar Airways,MUC,DEL,2020-01-08,2020-01-28,2020-01-01
TK,827.82,Turkish Airlines,MUC,DEL,2020-01-08,2020-01-28,2020-01-01
AI,952.82,Air India,MUC,DEL,2020-01-08,2020-01-28,2020-01-01
LO,3533.45,LOT Polish Airlines,MUC,DEL,2020-01-08,2020-01-28,2020-01-01
KL,452.41,KLM Royal Dutch Airlines,MUC,DEL,2020-01-16,2020-02-05,2020-01-01
AZ,502.36,Alitalia,MUC,DEL,2020-01-16,2020-02-05,2020-01-01
AY,528.78,Finn Air,MUC,DEL,2020-01-16,2020-02-05,2020-01-01
WY,567.92,Oman Air,MUC,DEL,2020-01-16,2020-02-05,2020-01-01
SU,570.9,Aeroflot,MUC,DEL,2020-01-16,2020-02-05,2020-01-01
EY,574.47,Etihad,MUC,DEL,2020-01-16,2020-02-05,2020-01-01
AF,574.53,Air France,MUC,DEL,2020-01-16,2020-02-05,2020-01-01
EK,598.48,Emirates,MUC,DEL,2020-01-16,2020-02-05,2020-01-01
LX,616.32,Swiss Air,MUC,DEL,2020-01-16,2020-02-05,2020-01-01
KU,645.24,Kuwait Airways,MUC,DEL,2020-01-16,2020-02-05,2020-01-01
LH,655.82,Lufthansa,MUC,DEL,2020-01-16,2020-02-05,2020-01-01
TK,762.82,Turkish Airlines,MUC,DEL,2020-01-16,2020-02-05,2020-01-01
QR,800.75,Qatar Airways,MUC,DEL,2020-01-16,2020-02-05,2020-01-01
AI,952.82,Air India,MUC,DEL,2020-01-16,2020-02-05,2020-01-01
PS,1066.45,Ukraine International Airlines,MUC,DEL,2020-01-16,2020-02-05,2020-01-01
KL,452.41,KLM Royal Dutch Airlines,MUC,DEL,2020-01-31,2020-02-20,2020-01-01
AF,452.53,Air France,MUC,DEL,2020-01-31,2020-02-20,2020-01-01
AY,528.78,Finn Air,MUC,DEL,2020-01-31,2020-02-20,2020-01-01
LO,557.21,LOT Polish Airlines,MUC,DEL,2020-01-31,2020-02-20,2020-01-01
SU,570.9,Aeroflot,MUC,DEL,2020-01-31,2020-02-20,2020-01-01
WY,587.92,Oman Air,MUC,DEL,2020-01-31,2020-02-20,2020-01-01
LX,617.03,Swiss Air,MUC,DEL,2020-01-31,2020-02-20,2020-01-01
EK,618.48,Emirates,MUC,DEL,2020-01-31,2020-02-20,2020-01-01
AZ,642.36,Alitalia,MUC,DEL,2020-01-31,2020-02-20,2020-01-01
LH,657.53,Lufthansa,MUC,DEL,2020-01-31,2020-02-20,2020-01-01
OS,756.15,Austrian Airlines,MUC,DEL,2020-01-31,2020-02-20,2020-01-01
TK,762.82,Turkish Airlines,MUC,DEL,2020-01-31,2020-02-20,2020-01-01
QR,797.5,Qatar Airways,MUC,DEL,2020-01-31,2020-02-20,2020-01-01
CA,934.02,Air China,MUC,DEL,2020-01-31,2020-02-20,2020-01-01
AI,945.41,Air India,MUC,DEL,2020-01-31,2020-02-20,2020-01-01
KL,452.47,KLM Royal Dutch Airlines,MUC,DEL,2020-03-01,2020-03-21,2020-01-01
AF,452.59,Air France,MUC,DEL,2020-03-01,2020-03-21,2020-01-01
LO,481.25,LOT Polish Airlines,MUC,DEL,2020-03-01,2020-03-21,2020-01-01
CA,484.08,Air China,MUC,DEL,2020-03-01,2020-03-21,2020-01-01
AY,528.42,Finn Air,MUC,DEL,2020-03-01,2020-03-21,2020-01-01
SU,610.96,Aeroflot,MUC,DEL,2020-03-01,2020-03-21,2020-01-01
LX,617.09,Swiss Air,MUC,DEL,2020-03-01,2020-03-21,2020-01-01
EK,618.54,Emirates,MUC,DEL,2020-03-01,2020-03-21,2020-01-01
WY,643.98,Oman Air,MUC,DEL,2020-03-01,2020-03-21,2020-01-01
LH,646.74,Lufthansa,MUC,DEL,2020-03-01,2020-03-21,2020-01-01
AZ,704.42,Alitalia,MUC,DEL,2020-03-01,2020-03-21,2020-01-01
TK,712.88,Turkish Airlines,MUC,DEL,2020-03-01,2020-03-21,2020-01-01
OS,785.81,Austrian Airlines,MUC,DEL,2020-03-01,2020-03-21,2020-01-01
QR,837.56,Qatar Airways,MUC,DEL,2020-03-01,2020-03-21,2020-01-01
AI,960.02,Air India,MUC,DEL,2020-03-01,2020-03-21,2020-01-01
PS,1064.71,Ukraine International Airlines,MUC,DEL,2020-03-01,2020-03-21,2020-01-01
LO,481.21,LOT Polish Airlines,MUC,DEL,2020-03-31,2020-04-20,2020-01-01
KL,494.5,KLM Royal Dutch Airlines,MUC,DEL,2020-03-31,2020-04-20,2020-01-01
AF,503.62,Air France,MUC,DEL,2020-03-31,2020-04-20,2020-01-01
AY,528.78,Finn Air,MUC,DEL,2020-03-31,2020-04-20,2020-01-01
SU,565.85,Aeroflot,MUC,DEL,2020-03-31,2020-04-20,2020-01-01
EK,598.48,Emirates,MUC,DEL,2020-03-31,2020-04-20,2020-01-01
AZ,602.42,Alitalia,MUC,DEL,2020-03-31,2020-04-20,2020-01-01
LX,617.03,Swiss Air,MUC,DEL,2020-03-31,2020-04-20,2020-01-01
LH,617.53,Lufthansa,MUC,DEL,2020-03-31,2020-04-20,2020-01-01
TK,666.82,Turkish Airlines,MUC,DEL,2020-03-31,2020-04-20,2020-01-01
WY,679.92,Oman Air,MUC,DEL,2020-03-31,2020-04-20,2020-01-01
EY,807.47,Etihad,MUC,DEL,2020-03-31,2020-04-20,2020-01-01
QR,832.5,Qatar Airways,MUC,DEL,2020-03-31,2020-04-20,2020-01-01
AI,974.25,Air India,MUC,DEL,2020-03-31,2020-04-20,2020-01-01
SV,576.38,Saudia,MUC,BLR,2020-01-02,2020-01-22,2020-01-01
BA,756.35,British Airways,MUC,BLR,2020-01-02,2020-01-22,2020-01-01
WY,803.98,Oman Air,MUC,BLR,2020-01-02,2020-01-22,2020-01-01
EY,922.53,Etihad,MUC,BLR,2020-01-02,2020-01-22,2020-01-01
QR,939.56,Qatar Airways,MUC,BLR,2020-01-02,2020-01-22,2020-01-01
EK,949.54,Emirates,MUC,BLR,2020-01-02,2020-01-22,2020-01-01
LH,991.34,Lufthansa,MUC,BLR,2020-01-02,2020-01-22,2020-01-01
TG,1114.12,Thai Airways,MUC,BLR,2020-01-02,2020-01-22,2020-01-01
AZ,1145.08,Alitalia,MUC,BLR,2020-01-02,2020-01-22,2020-01-01
SQ,1267.88,Singapore Airlines,MUC,BLR,2020-01-02,2020-01-22,2020-01-01
TK,1866.88,Turkish Airlines,MUC,BLR,2020-01-02,2020-01-22,2020-01-01
AF,2361.16,Air France,MUC,BLR,2020-01-02,2020-01-22,2020-01-01
QF,8339.54,Qantas Airways,MUC,BLR,2020-01-02,2020-01-22,2020-01-01
KL,542.47,KLM Royal Dutch Airlines,MUC,BLR,2020-01-08,2020-01-28,2020-01-01
AF,542.59,Air France,MUC,BLR,2020-01-08,2020-01-28,2020-01-01
EY,662.53,Etihad,MUC,BLR,2020-01-08,2020-01-28,2020-01-01
BA,756.35,British Airways,MUC,BLR,2020-01-08,2020-01-28,2020-01-01
WY,758.98,Oman Air,MUC,BLR,2020-01-08,2020-01-28,2020-01-01
EK,798.54,Emirates,MUC,BLR,2020-01-08,2020-01-28,2020-01-01
QR,903.56,Qatar Airways,MUC,BLR,2020-01-08,2020-01-28,2020-01-01
LH,941.34,Lufthansa,MUC,BLR,2020-01-08,2020-01-28,2020-01-01
TG,999.12,Thai Airways,MUC,BLR,2020-01-08,2020-01-28,2020-01-01
AZ,1145.08,Alitalia,MUC,BLR,2020-01-08,2020-01-28,2020-01-01
TK,1166.88,Turkish Airlines,MUC,BLR,2020-01-08,2020-01-28,2020-01-01
QF,8339.54,Qantas Airways,MUC,BLR,2020-01-08,2020-01-28,2020-01-01
KL,542.99,KLM Royal Dutch Airlines,MUC,BLR,2020-01-16,2020-02-05,2020-01-01
AF,543.11,Air France,MUC,BLR,2020-01-16,2020-02-05,2020-01-01
EY,662.53,Etihad,MUC,BLR,2020-01-16,2020-02-05,2020-01-01
SV,685.38,Saudia,MUC,BLR,2020-01-16,2020-02-05,2020-01-01
EK,689.54,Emirates,MUC,BLR,2020-01-16,2020-02-05,2020-01-01
BA,756.35,British Airways,MUC,BLR,2020-01-16,2020-02-05,2020-01-01
LH,785.03,Lufthansa,MUC,BLR,2020-01-16,2020-02-05,2020-01-01
WY,847.98,Oman Air,MUC,BLR,2020-01-16,2020-02-05,2020-01-01
QR,903.56,Qatar Airways,MUC,BLR,2020-01-16,2020-02-05,2020-01-01
LX,953.09,Swiss Air,MUC,BLR,2020-01-16,2020-02-05,2020-01-01
TG,999.12,Thai Airways,MUC,BLR,2020-01-16,2020-02-05,2020-01-01
SQ,1037.88,Singapore Airlines,MUC,BLR,2020-01-16,2020-02-05,2020-01-01
TK,1079.88,Turkish Airlines,MUC,BLR,2020-01-16,2020-02-05,2020-01-01
AZ,1145.08,Alitalia,MUC,BLR,2020-01-16,2020-02-05,2020-01-01
QF,8339.54,Qantas Airways,MUC,BLR,2020-01-16,2020-02-05,2020-01-01
KL,542.47,KLM Royal Dutch Airlines,MUC,BLR,2020-01-31,2020-02-20,2020-01-01
AF,542.59,Air France,MUC,BLR,2020-01-31,2020-02-20,2020-01-01
EK,709.54,Emirates,MUC,BLR,2020-01-31,2020-02-20,2020-01-01
EY,732.53,Etihad,MUC,BLR,2020-01-31,2020-02-20,2020-01-01
BA,756.35,British Airways,MUC,BLR,2020-01-31,2020-02-20,2020-01-01
LH,835.03,Lufthansa,MUC,BLR,2020-01-31,2020-02-20,2020-01-01
WY,867.98,Oman Air,MUC,BLR,2020-01-31,2020-02-20,2020-01-01
QR,903.56,Qatar Airways,MUC,BLR,2020-01-31,2020-02-20,2020-01-01
TG,1028.12,Thai Airways,MUC,BLR,2020-01-31,2020-02-20,2020-01-01
TK,1226.88,Turkish Airlines,MUC,BLR,2020-01-31,2020-02-20,2020-01-01
QF,8339.54,Qantas Airways,MUC,BLR,2020-01-31,2020-02-20,2020-01-01
KL,542.47,KLM Royal Dutch Airlines,MUC,BLR,2020-03-01,2020-03-21,2020-01-01
AF,542.59,Air France,MUC,BLR,2020-03-01,2020-03-21,2020-01-01
UL,607.54,Sri Lankan Airlines,MUC,BLR,2020-03-01,2020-03-21,2020-01-01
EY,720.2,Etihad,MUC,BLR,2020-03-01,2020-03-21,2020-01-01
QR,735.56,Qatar Airways,MUC,BLR,2020-03-01,2020-03-21,2020-01-01
EK,742.54,Emirates,MUC,BLR,2020-03-01,2020-03-21,2020-01-01
BA,808.35,British Airways,MUC,BLR,2020-03-01,2020-03-21,2020-01-01
WY,867.98,Oman Air,MUC,BLR,2020-03-01,2020-03-21,2020-01-01
LX,868.09,Swiss Air,MUC,BLR,2020-03-01,2020-03-21,2020-01-01
LH,953.57,Lufthansa,MUC,BLR,2020-03-01,2020-03-21,2020-01-01
TG,999.12,Thai Airways,MUC,BLR,2020-03-01,2020-03-21,2020-01-01
TK,1077.95,Turkish Airlines,MUC,BLR,2020-03-01,2020-03-21,2020-01-01
AZ,1160.14,Alitalia,MUC,BLR,2020-03-01,2020-03-21,2020-01-01
QF,8339.54,Qantas Airways,MUC,BLR,2020-03-01,2020-03-21,2020-01-01
UL,614.98,Sri Lankan Airlines,MUC,BLR,2020-03-31,2020-04-20,2020-01-01
LH,647.32,Lufthansa,MUC,BLR,2020-03-31,2020-04-20,2020-01-01
AF,689.54,Air France,MUC,BLR,2020-03-31,2020-04-20,2020-01-01
EK,800.98,Emirates,MUC,BLR,2020-03-31,2020-04-20,2020-01-01
WY,850.42,Oman Air,MUC,BLR,2020-03-31,2020-04-20,2020-01-01
TG,859.56,Thai Airways,MUC,BLR,2020-03-31,2020-04-20,2020-01-01
EY,914.97,Etihad,MUC,BLR,2020-03-31,2020-04-20,2020-01-01
QR,942.0,Qatar Airways,MUC,BLR,2020-03-31,2020-04-20,2020-01-01
SQ,980.32,Singapore Airlines,MUC,BLR,2020-03-31,2020-04-20,2020-01-01
BA,991.63,British Airways,MUC,BLR,2020-03-31,2020-04-20,2020-01-01
QF,8341.98,Qantas Airways,MUC,BLR,2020-03-31,2020-04-20,2020-01-01
BA,741.99,British Airways,MUC,MAA,2020-01-03,2020-01-23,2020-01-02
WY,768.62,Oman Air,MUC,MAA,2020-01-03,2020-01-23,2020-01-02
QR,824.2,Qatar Airways,MUC,MAA,2020-01-03,2020-01-23,2020-01-02
EK,870.18,Emirates,MUC,MAA,2020-01-03,2020-01-23,2020-01-02
EY,886.17,Etihad,MUC,MAA,2020-01-03,2020-01-23,2020-01-02
LH,931.98,Lufthansa,MUC,MAA,2020-01-03,2020-01-23,2020-01-02
TG,1106.76,Thai Airways,MUC,MAA,2020-01-03,2020-01-23,2020-01-02
TK,1152.52,Turkish Airlines,MUC,MAA,2020-01-03,2020-01-23,2020-01-02
UL,1286.18,Sri Lankan Airlines,MUC,MAA,2020-01-03,2020-01-23,2020-01-02
KL,1578.77,KLM Royal Dutch Airlines,MUC,MAA,2020-01-03,2020-01-23,2020-01-02
QF,8572.18,Qantas Airways,MUC,MAA,2020-01-03,2020-01-23,2020-01-02
EY,640.17,Etihad,MUC,MAA,2020-01-09,2020-01-29,2020-01-02
WY,653.62,Oman Air,MUC,MAA,2020-01-09,2020-01-29,2020-01-02
BA,741.99,British Airways,MUC,MAA,2020-01-09,2020-01-29,2020-01-02
EK,788.18,Emirates,MUC,MAA,2020-01-09,2020-01-29,2020-01-02
QR,804.2,Qatar Airways,MUC,MAA,2020-01-09,2020-01-29,2020-01-02
LH,811.98,Lufthansa,MUC,MAA,2020-01-09,2020-01-29,2020-01-02
UL,876.18,Sri Lankan Airlines,MUC,MAA,2020-01-09,2020-01-29,2020-01-02
TK,936.52,Turkish Airlines,MUC,MAA,2020-01-09,2020-01-29,2020-01-02
TG,991.76,Thai Airways,MUC,MAA,2020-01-09,2020-01-29,2020-01-02
KL,1028.77,KLM Royal Dutch Airlines,MUC,MAA,2020-01-09,2020-01-29,2020-01-02
QF,8572.18,Qantas Airways,MUC,MAA,2020-01-09,2020-01-29,2020-01-02
WY,673.62,Oman Air,MUC,MAA,2020-01-17,2020-02-06,2020-01-02
EK,690.18,Emirates,MUC,MAA,2020-01-17,2020-02-06,2020-01-02
UL,692.18,Sri Lankan Airlines,MUC,MAA,2020-01-17,2020-02-06,2020-01-02
LH,731.98,Lufthansa,MUC,MAA,2020-01-17,2020-02-06,2020-01-02
BA,741.99,British Airways,MUC,MAA,2020-01-17,2020-02-06,2020-01-02
EY,778.17,Etihad,MUC,MAA,2020-01-17,2020-02-06,2020-01-02
QR,804.2,Qatar Airways,MUC,MAA,2020-01-17,2020-02-06,2020-01-02
KL,989.77,KLM Royal Dutch Airlines,MUC,MAA,2020-01-17,2020-02-06,2020-01-02
TK,1045.52,Turkish Airlines,MUC,MAA,2020-01-17,2020-02-06,2020-01-02
TG,1049.76,Thai Airways,MUC,MAA,2020-01-17,2020-02-06,2020-01-02
QF,8572.18,Qantas Airways,MUC,MAA,2020-01-17,2020-02-06,2020-01-02
EK,679.24,Emirates,MUC,MAA,2020-02-01,2020-02-21,2020-01-02
EY,680.23,Etihad,MUC,MAA,2020-02-01,2020-02-21,2020-01-02
UL,692.24,Sri Lankan Airlines,MUC,MAA,2020-02-01,2020-02-21,2020-01-02
LH,696.59,Lufthansa,MUC,MAA,2020-02-01,2020-02-21,2020-01-02
WY,698.68,Oman Air,MUC,MAA,2020-02-01,2020-02-21,2020-01-02
QR,844.26,Qatar Airways,MUC,MAA,2020-02-01,2020-02-21,2020-01-02
BA,984.05,British Airways,MUC,MAA,2020-02-01,2020-02-21,2020-01-02
TG,991.82,Thai Airways,MUC,MAA,2020-02-01,2020-02-21,2020-01-02
SQ,1070.58,Singapore Airlines,MUC,MAA,2020-02-01,2020-02-21,2020-01-02
TK,1090.58,Turkish Airlines,MUC,MAA,2020-02-01,2020-02-21,2020-01-02
QF,8572.24,Qantas Airways,MUC,MAA,2020-02-01,2020-02-21,2020-01-02
UL,600.18,Sri Lankan Airlines,MUC,MAA,2020-03-02,2020-03-22,2020-01-02
WY,658.62,Oman Air,MUC,MAA,2020-03-02,2020-03-22,2020-01-02
EK,659.18,Emirates,MUC,MAA,2020-03-02,2020-03-22,2020-01-02
TK,701.52,Turkish Airlines,MUC,MAA,2020-03-02,2020-03-22,2020-01-02
LH,709.21,Lufthansa,MUC,MAA,2020-03-02,2020-03-22,2020-01-02
BA,741.99,British Airways,MUC,MAA,2020-03-02,2020-03-22,2020-01-02
EY,785.84,Etihad,MUC,MAA,2020-03-02,2020-03-22,2020-01-02
QR,844.2,Qatar Airways,MUC,MAA,2020-03-02,2020-03-22,2020-01-02
AI,944.9,Air India,MUC,MAA,2020-03-02,2020-03-22,2020-01-02
KL,948.77,KLM Royal Dutch Airlines,MUC,MAA,2020-03-02,2020-03-22,2020-01-02
SQ,970.52,Singapore Airlines,MUC,MAA,2020-03-02,2020-03-22,2020-01-02
TG,991.76,Thai Airways,MUC,MAA,2020-03-02,2020-03-22,2020-01-02
QF,8572.18,Qantas Airways,MUC,MAA,2020-03-02,2020-03-22,2020-01-02
UL,660.18,Sri Lankan Airlines,MUC,MAA,2020-04-01,2020-04-21,2020-01-02
WY,671.62,Oman Air,MUC,MAA,2020-04-01,2020-04-21,2020-01-02
LH,714.98,Lufthansa,MUC,MAA,2020-04-01,2020-04-21,2020-01-02
EK,790.18,Emirates,MUC,MAA,2020-04-01,2020-04-21,2020-01-02
TG,867.76,Thai Airways,MUC,MAA,2020-04-01,2020-04-21,2020-01-02
EY,874.17,Etihad,MUC,MAA,2020-04-01,2020-04-21,2020-01-02
QR,892.2,Qatar Airways,MUC,MAA,2020-04-01,2020-04-21,2020-01-02
BA,994.67,British Airways,MUC,MAA,2020-04-01,2020-04-21,2020-01-02
SQ,1018.52,Singapore Airlines,MUC,MAA,2020-04-01,2020-04-21,2020-01-02
SV,4616.65,Saudia,MUC,MAA,2020-04-01,2020-04-21,2020-01-02
QF,7166.73,Qantas Airways,MUC,MAA,2020-04-01,2020-04-21,2020-01-02
CX,8897.14,Cathay Pacific,MUC,MAA,2020-04-01,2020-04-21,2020-01-02
TK,772.84,Turkish Airlines,MUC,CCU,2020-01-03,2020-01-23,2020-01-02
QR,860.52,Qatar Airways,MUC,CCU,2020-01-03,2020-01-23,2020-01-02
KL,916.43,KLM Royal Dutch Airlines,MUC,CCU,2020-01-03,2020-01-23,2020-01-02
TG,985.43,Thai Airways,MUC,CCU,2020-01-03,2020-01-23,2020-01-02
EY,1028.49,Etihad,MUC,CCU,2020-01-03,2020-01-23,2020-01-02
OS,1063.98,Austrian Airlines,MUC,CCU,2020-01-03,2020-01-23,2020-01-02
LH,1064.91,Lufthansa,MUC,CCU,2020-01-03,2020-01-23,2020-01-02
EK,1087.5,Emirates,MUC,CCU,2020-01-03,2020-01-23,2020-01-02
AI,1115.2,Air India,MUC,CCU,2020-01-03,2020-01-23,2020-01-02
SQ,1279.84,Singapore Airlines,MUC,CCU,2020-01-03,2020-01-23,2020-01-02
BA,1320.31,British Airways,MUC,CCU,2020-01-03,2020-01-23,2020-01-02
QF,8591.5,Qantas Airways,MUC,CCU,2020-01-03,2020-01-23,2020-01-02
CX,8617.46,Cathay Pacific,MUC,CCU,2020-01-03,2020-01-23,2020-01-02
TK,682.78,Turkish Airlines,MUC,CCU,2020-01-09,2020-01-29,2020-01-02
KL,707.37,KLM Royal Dutch Airlines,MUC,CCU,2020-01-09,2020-01-29,2020-01-02
EK,806.44,Emirates,MUC,CCU,2020-01-09,2020-01-29,2020-01-02
QR,811.46,Qatar Airways,MUC,CCU,2020-01-09,2020-01-29,2020-01-02
EY,866.07,Etihad,MUC,CCU,2020-01-09,2020-01-29,2020-01-02
UL,895.44,Sri Lankan Airlines,MUC,CCU,2020-01-09,2020-01-29,2020-01-02
TG,930.22,Thai Airways,MUC,CCU,2020-01-09,2020-01-29,2020-01-02
LH,999.85,Lufthansa,MUC,CCU,2020-01-09,2020-01-29,2020-01-02
AI,1075.14,Air India,MUC,CCU,2020-01-09,2020-01-29,2020-01-02
SQ,1129.78,Singapore Airlines,MUC,CCU,2020-01-09,2020-01-29,2020-01-02
BA,1256.25,British Airways,MUC,CCU,2020-01-09,2020-01-29,2020-01-02
LX,3904.99,Swiss Air,MUC,CCU,2020-01-09,2020-01-29,2020-01-02
QF,8591.44,Qantas Airways,MUC,CCU,2020-01-09,2020-01-29,2020-01-02
TK,682.84,Turkish Airlines,MUC,CCU,2020-01-17,2020-02-06,2020-01-02
KL,742.43,KLM Royal Dutch Airlines,MUC,CCU,2020-01-17,2020-02-06,2020-01-02
EY,823.49,Etihad,MUC,CCU,2020-01-17,2020-02-06,2020-01-02
EK,826.5,Emirates,MUC,CCU,2020-01-17,2020-02-06,2020-01-02
QR,831.52,Qatar Airways,MUC,CCU,2020-01-17,2020-02-06,2020-01-02
LH,898.4,Lufthansa,MUC,CCU,2020-01-17,2020-02-06,2020-01-02
TG,959.28,Thai Airways,MUC,CCU,2020-01-17,2020-02-06,2020-01-02
SQ,989.84,Singapore Airlines,MUC,CCU,2020-01-17,2020-02-06,2020-01-02
AI,1067.34,Air India,MUC,CCU,2020-01-17,2020-02-06,2020-01-02
BA,1256.31,British Airways,MUC,CCU,2020-01-17,2020-02-06,2020-01-02
LX,3905.05,Swiss Air,MUC,CCU,2020-01-17,2020-02-06,2020-01-02
QF,8591.5,Qantas Airways,MUC,CCU,2020-01-17,2020-02-06,2020-01-02
CX,8617.46,Cathay Pacific,MUC,CCU,2020-01-17,2020-02-06,2020-01-02
TK,682.78,Turkish Airlines,MUC,CCU,2020-02-01,2020-02-21,2020-01-02
KL,707.37,KLM Royal Dutch Airlines,MUC,CCU,2020-02-01,2020-02-21,2020-01-02
UL,711.44,Sri Lankan Airlines,MUC,CCU,2020-02-01,2020-02-21,2020-01-02
EK,846.44,Emirates,MUC,CCU,2020-02-01,2020-02-21,2020-01-02
QR,851.46,Qatar Airways,MUC,CCU,2020-02-01,2020-02-21,2020-01-02
TG,979.37,Thai Airways,MUC,CCU,2020-02-01,2020-02-21,2020-01-02
AI,1067.73,Air India,MUC,CCU,2020-02-01,2020-02-21,2020-01-02
LH,1077.97,Lufthansa,MUC,CCU,2020-02-01,2020-02-21,2020-01-02
SQ,1139.78,Singapore Airlines,MUC,CCU,2020-02-01,2020-02-21,2020-01-02
BA,1424.25,British Airways,MUC,CCU,2020-02-01,2020-02-21,2020-01-02
EY,2353.43,Etihad,MUC,CCU,2020-02-01,2020-02-21,2020-01-02
LX,3943.93,Swiss Air,MUC,CCU,2020-02-01,2020-02-21,2020-01-02
QF,8591.44,Qantas Airways,MUC,CCU,2020-02-01,2020-02-21,2020-01-02
TK,682.78,Turkish Airlines,MUC,CCU,2020-03-02,2020-03-22,2020-01-02
KL,709.75,KLM Royal Dutch Airlines,MUC,CCU,2020-03-02,2020-03-22,2020-01-02
EK,826.44,Emirates,MUC,CCU,2020-03-02,2020-03-22,2020-01-02
QR,831.46,Qatar Airways,MUC,CCU,2020-03-02,2020-03-22,2020-01-02
EY,841.1,Etihad,MUC,CCU,2020-03-02,2020-03-22,2020-01-02
UL,850.44,Sri Lankan Airlines,MUC,CCU,2020-03-02,2020-03-22,2020-01-02
TG,930.22,Thai Airways,MUC,CCU,2020-03-02,2020-03-22,2020-01-02
SQ,989.78,Singapore Airlines,MUC,CCU,2020-03-02,2020-03-22,2020-01-02
LH,1045.05,Lufthansa,MUC,CCU,2020-03-02,2020-03-22,2020-01-02
AI,1064.16,Air India,MUC,CCU,2020-03-02,2020-03-22,2020-01-02
BA,1113.25,British Airways,MUC,CCU,2020-03-02,2020-03-22,2020-01-02
QF,8591.44,Qantas Airways,MUC,CCU,2020-03-02,2020-03-22,2020-01-02
KL,739.93,KLM Royal Dutch Airlines,MUC,CCU,2020-04-01,2020-04-21,2020-01-02
TG,838.04,Thai Airways,MUC,CCU,2020-04-01,2020-04-21,2020-01-02
QR,928.28,Qatar Airways,MUC,CCU,2020-04-01,2020-04-21,2020-01-02
EK,955.26,Emirates,MUC,CCU,2020-04-01,2020-04-21,2020-01-02
SQ,1008.6,Singapore Airlines,MUC,CCU,2020-04-01,2020-04-21,2020-01-02
OS,1017.29,Austrian Airlines,MUC,CCU,2020-04-01,2020-04-21,2020-01-02
TK,1046.6,Turkish Airlines,MUC,CCU,2020-04-01,2020-04-21,2020-01-02
AI,1133.96,Air India,MUC,CCU,2020-04-01,2020-04-21,2020-01-02
BA,1583.75,British Airways,MUC,CCU,2020-04-01,2020-04-21,2020-01-02
EY,1620.25,Etihad,MUC,CCU,2020-04-01,2020-04-21,2020-01-02
QF,8610.26,Qantas Airways,MUC,CCU,2020-04-01,2020-04-21,2020-01-02
LX,627.04,Swiss Air,MUC,BOM,2020-01-03,2020-01-23,2020-01-02
MS,642.45,Egypt Air,MUC,BOM,2020-01-03,2020-01-23,2020-01-02
BA,670.3,British Airways,MUC,BOM,2020-01-03,2020-01-23,2020-01-02
KL,694.42,KLM Royal Dutch Airlines,MUC,BOM,2020-01-03,2020-01-23,2020-01-02
AF,703.95,Air France,MUC,BOM,2020-01-03,2020-01-23,2020-01-02
WY,707.93,Oman Air,MUC,BOM,2020-01-03,2020-01-23,2020-01-02
QR,743.51,Qatar Airways,MUC,BOM,2020-01-03,2020-01-23,2020-01-02
EK,821.49,Emirates,MUC,BOM,2020-01-03,2020-01-23,2020-01-02
EY,837.48,Etihad,MUC,BOM,2020-01-03,2020-01-23,2020-01-02
LH,871.83,Lufthansa,MUC,BOM,2020-01-03,2020-01-23,2020-01-02
TK,904.83,Turkish Airlines,MUC,BOM,2020-01-03,2020-01-23,2020-01-02
AZ,967.03,Alitalia,MUC,BOM,2020-01-03,2020-01-23,2020-01-02
AI,1060.83,Air India,MUC,BOM,2020-01-03,2020-01-23,2020-01-02
QF,7750.49,Qantas Airways,MUC,BOM,2020-01-03,2020-01-23,2020-01-02
AF,553.95,Air France,MUC,BOM,2020-01-09,2020-01-29,2020-01-02
KL,566.42,KLM Royal Dutch Airlines,MUC,BOM,2020-01-09,2020-01-29,2020-01-02
WY,587.93,Oman Air,MUC,BOM,2020-01-09,2020-01-29,2020-01-02
EK,598.49,Emirates,MUC,BOM,2020-01-09,2020-01-29,2020-01-02
EY,599.48,Etihad,MUC,BOM,2020-01-09,2020-01-29,2020-01-02
LX,627.04,Swiss Air,MUC,BOM,2020-01-09,2020-01-29,2020-01-02
BA,670.3,British Airways,MUC,BOM,2020-01-09,2020-01-29,2020-01-02
LH,706.83,Lufthansa,MUC,BOM,2020-01-09,2020-01-29,2020-01-02
KU,714.25,Kuwait Airways,MUC,BOM,2020-01-09,2020-01-29,2020-01-02
QR,723.51,Qatar Airways,MUC,BOM,2020-01-09,2020-01-29,2020-01-02
TK,769.83,Turkish Airlines,MUC,BOM,2020-01-09,2020-01-29,2020-01-02
AZ,952.03,Alitalia,MUC,BOM,2020-01-09,2020-01-29,2020-01-02
